Vehicle Spy 3 Bus Traffic File
Save Date,5/19/2015
Save Time,1:51:21 pm
Start Date,5/19/2015
Start Time,1:41:25 pm
System Time,90634458
Notes,

Network Description,Hardware,Network,Protocol,Baud Rate
HS CAN,Default,HS CAN,CAN,500000,
MS CAN,Default,MS CAN,CAN,500000,
SW CAN,Default,SW CAN,CAN,33333,
J1850 VPW,Default,J1850 VPW,J1850 VPW,10417,
ISO9141/KW2K,Default,ISO9141/KW2K,KeyWord 2000,10417,
LSFT CAN,Default,LSFT CAN,CAN,125000,
J1850 PWM,Default,J1850 PWM,J1850 PWM,41600,
J1708,Default,J1708,J1708,9600,
neoVI,Default,neoVI,CAN,,
HS CAN2 (neoVI 3G),Default,HS CAN2 (neoVI 3G),CAN,500000,
HS CAN3 (neoVI 3G),Default,HS CAN3 (neoVI 3G),CAN,500000,
LIN2 (neoVI 3G),Default,LIN2 (neoVI 3G),LIN,10417,
LIN3 (neoVI 3G),Default,LIN3 (neoVI 3G),LIN,10417,
LIN4 (neoVI 3G),Default,LIN4 (neoVI 3G),LIN,10417,
CGI (neoVI 3G),Default,CGI (neoVI 3G),CGI,625000,
LIN,Default,LIN,LIN,10417,
ISO9141/KW2K 2,Default,ISO9141/KW2K 2,KeyWord 2000,10417,
ISO9141/KW2K 3,Default,ISO9141/KW2K 3,KeyWord 2000,10417,
ISO9141/KW2K 4,Default,ISO9141/KW2K 4,KeyWord 2000,10417,
SW CAN2 (neoVI 3G),Default,SW CAN2 (neoVI 3G),CAN,33333,
LSFT CAN2 (neoVI 3G),Default,LSFT CAN2 (neoVI 3G),CAN,125000,
UART (neoVI 3G),Default,UART (neoVI 3G),UART,10417,
UART2 (neoVI 3G),Default,UART2 (neoVI 3G),UART,10417,
neoMOST,Default,neoMOST,MOST,1000000,
MOST (VNET A),Default,MOST (VNET A),MOST,1000000,
FlexRay1A (VNET A),Default,FlexRay1A (VNET A),FlexRay,5000000,
FlexRay1B (VNET A),Default,FlexRay1B (VNET A),FlexRay,5000000,
FlexRay2A (VNET A),Default,FlexRay2A (VNET A),FlexRay,5000000,
FlexRay2B (VNET A),Default,FlexRay2B (VNET A),FlexRay,5000000,
HS CAN (VNET A),Default,HS CAN (VNET A),CAN,500000,
MS CAN (VNET A),Default,MS CAN (VNET A),CAN,500000,
SW CAN (VNET A),Default,SW CAN (VNET A),CAN,500000,
J1850 VPW (VNET A),Default,J1850 VPW (VNET A),CAN,500000,
LSFT CAN (VNET A),Default,LSFT CAN (VNET A),CAN,500000,
J1708 (VNET A),Default,J1708 (VNET A),CAN,500000,
neoVI (VNET A),Default,neoVI (VNET A),CAN,500000,
HS CAN2 (VNET A),Default,HS CAN2 (VNET A),CAN,500000,
HS CAN3 (VNET A),Default,HS CAN3 (VNET A),CAN,500000,
LIN (VNET A),Default,LIN (VNET A),LIN,10417,
LIN2 (VNET A),Default,LIN2 (VNET A),LIN,10417,
LIN3 (VNET A),Default,LIN3 (VNET A),LIN,10417,
LIN4 (VNET A),Default,LIN4 (VNET A),LIN,10417,
CGI (VNET A),Default,CGI (VNET A),CGI,625000,
ISO9141/KW2K (VNET A),Default,ISO9141/KW2K (VNET A),CAN,500000,
ISO9141/KW2K 2 (VNET A),Default,ISO9141/KW2K 2 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 3 (VNET A),Default,ISO9141/KW2K 3 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 4 (VNET A),Default,ISO9141/KW2K 4 (VNET A),KeyWord 2000,10417,



Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
7960,251.3561808168888,0.05958917737007141,280444251930624,F,F,J1708 $0A,J1708,,0A,9E,80,64,38,66,BB,69,5D,6E,98 A4 7E 05 A8 1D,,,
7962,251.4164978563786,0.06031703948974609,280581690884096,F,F,J1708 $01,J1708,,01,0A,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE FE,,,
7964,251.475878983736,0.05938112735748291,139706763575296,F,F,J1708 $0A,J1708,,0A,94,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7966,251.5361960530281,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E2,,,
7968,251.5954731702804,0.05927711725234985,139706763575296,F,F,J1708 $0A,J1708,,0A,AC,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7970,251.6559982299804,0.06052505970001221,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE FA,,,
7972,251.7154859602452,0.0594877302646637,139706763575296,F,F,J1708 $0A,J1708,,0A,97,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7974,251.7758011817932,0.06031522154808044,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE FC,,,
7976,251.8227020204067,0.04690083861351013,4503668414218240,F,F,J1708 $0A,J1708,,0A,96,80,C2,,,,,,,,,,
7977,251.8956025540828,0.07290053367614746,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E2,,,
7979,251.9550877213478,0.05948516726493835,139706763575296,F,F,J1708 $0A,J1708,,0A,AE,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7981,252.0154047906399,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE D9,,,
7983,252.0746842622757,0.05927947163581848,139706763575296,F,F,J1708 $0A,J1708,,0A,B8,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7985,252.1352069079876,0.0605226457118988,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F4,,,
7987,252.1946920454502,0.05948513746261597,139706763575296,F,F,J1708 $0A,J1708,,0A,9D,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
7989,252.2550091147423,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE F8,,,
7991,252.3082545399666,0.0532454252243042,4643306390945792,F,F,J1708 $0A,J1708,,0A,96,80,46,00,47,00,53,00,59,,,,
7992,252.3749153017998,0.06666076183319092,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE DA,,,
7994,252.434296399355,0.05938109755516052,102323368230912,F,F,J1708 $0A,J1708,,0A,B4,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
7996,252.494613468647,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F8,,,
7998,252.5540996491909,0.05948618054389954,280444251930624,F,F,J1708 $0A,J1708,,0A,99,80,64,38,66,BC,69,5D,6E,98 A4 82 05 A8 1D,,,
8000,252.6144156754017,0.06031602621078491,280581690884096,F,F,J1708 $01,J1708,,01,05,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F7,,,
8002,252.673900783062,0.05948510766029358,102323368230912,F,F,J1708 $0A,J1708,,0A,9A,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8004,252.7342178225518,0.06031703948974609,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E0,,,
8006,252.7934949398041,0.05927711725234985,102323368230912,F,F,J1708 $0A,J1708,,0A,AE,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8008,252.8540199995041,0.06052505970001221,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F9,,,
8010,252.9135051369667,0.05948513746261597,102323368230912,F,F,J1708 $0A,J1708,,0A,97,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8012,252.9738221764564,0.06031703948974609,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE 0B,,,
8014,253.0207237899304,0.04690161347389221,4504767925846016,F,F,J1708 $0B,J1708,,0B,85,80,C2,,,,,,,,,,
8015,253.0936243534088,0.07290056347846985,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E0,,,
8017,253.1531094312668,0.05948507785797119,102323368230912,F,F,J1708 $0A,J1708,,0A,AE,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8019,253.2134265601635,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE E0,,,
8021,253.2727037072182,0.05927714705467224,102323368230912,F,F,J1708 $0A,J1708,,0A,B1,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8023,253.3332287371158,0.06052502989768982,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE FF,,,
8025,253.3927138149738,0.05948507785797119,102323368230912,F,F,J1708 $0A,J1708,,0A,93,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8027,253.453134894371,0.06042107939720154,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE FE,,,
8029,253.5061723291874,0.05303743481636047,4503668414218240,F,F,J1708 $0A,J1708,,0A,92,80,46,00,47,00,53,00,59,,,,
8030,253.5728330910206,0.06666076183319092,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E7,,,
8032,253.6322141885758,0.05938109755516052,102323368230912,F,F,J1708 $0A,J1708,,0A,A7,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8034,253.6926364898682,0.06042230129241943,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F2,,,
8036,253.752224355936,0.05958786606788635,280444251930624,F,F,J1708 $0A,J1708,,0A,9F,80,64,38,66,BC,69,5D,6E,98 A4 81 05 A8 1D,,,
8038,253.812437415123,0.06021305918693542,280581690884096,F,F,J1708 $01,J1708,,01,06,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F3,,,
8040,253.8719225823879,0.05948516726493835,102323368230912,F,F,J1708 $0A,J1708,,0A,9E,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8042,253.932345867157,0.06042328476905823,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E0,,,
8044,253.99151673913,0.05917087197303772,102323368230912,F,F,J1708 $0A,J1708,,0A,AF,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8046,254.0520417690277,0.06052502989768982,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F6,,,
8048,254.1114228963852,0.05938112735748291,102323368230912,F,F,J1708 $0A,J1708,,0A,9B,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8050,254.17184394598,0.06042104959487915,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE 0C,,,
8052,254.2187456190586,0.04690167307853699,4503599694741504,F,F,J1708 $0B,J1708,,0B,84,80,C2,,,,,,,,,,
8053,254.2916462123394,0.07290059328079224,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E5,,,
8055,254.351131260395,0.0594850480556488,102323368230912,F,F,J1708 $0A,J1708,,0A,AA,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
8057,254.4114482700824,0.06031700968742371,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE E2,,,
8059,254.4707254469394,0.05927717685699463,102323368230912,F,F,J1708 $0A,J1708,,0A,AF,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
8061,254.5312505066395,0.06052505970001221,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE F4,,,
8063,254.5906316041946,0.05938109755516052,102323368230912,F,F,J1708 $0A,J1708,,0A,9E,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
8065,254.6510526835918,0.06042107939720154,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E9,,,
8067,254.7042981088162,0.0532454252243042,4503668414218240,F,F,J1708 $0A,J1708,,0A,A5,80,46,00,47,00,53,00,59,,,,
8068,254.7708548605442,0.06655675172805786,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F0,,,
8070,254.8303408920765,0.0594860315322876,102323368230912,F,F,J1708 $0A,J1708,,0A,9F,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8072,254.8906571269036,0.06031623482704163,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE FB,,,
8074,254.9502461254596,0.05958899855613708,280444251930624,F,F,J1708 $0A,J1708,,0A,97,80,64,38,66,BC,69,5D,6E,98 A4 78 05 A8 1D,,,
8076,255.0105631947518,0.06031706929206848,280581690884096,F,F,J1708 $01,J1708,,01,0F,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F3,,,
8078,255.0699443519116,0.0593811571598053,102323368230912,F,F,J1708 $0A,J1708,,0A,9D,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8080,255.1302613914013,0.06031703948974609,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE D5,,,
8082,255.1918263733387,0.06156498193740845,243060856586240,F,F,J1708 $0A,J1708,,0A,BA,80,56,00,6C,E7,B9,00,05,BB 00 00 F5 04 B8 AF 20,,,
8084,255.2500635385514,0.05823716521263123,280581690884096,F,F,J1708 $00,J1708,,00,DE,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE EA,,,
8086,255.309548676014,0.05948513746261597,102323368230912,F,F,J1708 $0A,J1708,,0A,A6,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8088,255.3699697256088,0.06042104959487915,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE 01,,,
8090,255.4167673885822,0.04679766297340393,4503599694741504,F,F,J1708 $0B,J1708,,0B,8E,80,C2,,,,,,,,,,
8091,255.4897719025612,0.07300451397895813,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE E7,,,
8093,255.5491530299186,0.05938112735748291,102323368230912,F,F,J1708 $0A,J1708,,0A,A6,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8095,255.6094700992108,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE ED,,,
8097,255.6687471866608,0.05927708745002747,102323368230912,F,F,J1708 $0A,J1708,,0A,A4,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8099,255.7292723059654,0.06052511930465698,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE F8,,,
8101,255.7887573838234,0.05948507785797119,102323368230912,F,F,J1708 $0A,J1708,,0A,9A,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8103,255.8490763604641,0.06031897664070129,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EC,,,
8105,255.9022158682346,0.05313950777053833,4503668414218240,F,F,J1708 $0A,J1708,,0A,A3,80,46,00,47,00,53,00,59,,,,
8106,255.9688766300678,0.06666076183319092,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E4,,,
8108,256.0283617377281,0.05948510766029358,102323368230912,F,F,J1708 $0A,J1708,,0A,AA,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8110,256.0886790454388,0.06031730771064758,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE FC,,,
8112,256.1481640636921,0.05948501825332642,280444251930624,F,F,J1708 $0A,J1708,,0A,94,80,64,38,66,BC,69,5D,6E,98 A4 79 05 A8 1D,,,
8114,256.2084809839726,0.06031692028045654,280581690884096,F,F,J1708 $01,J1708,,01,0E,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F7,,,
8116,256.2679660618305,0.05948507785797119,102323368230912,F,F,J1708 $0A,J1708,,0A,99,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8118,256.32838717103,0.06042110919952393,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E1,,,
8120,256.387561917305,0.05917474627494812,102323368230912,F,F,J1708 $0A,J1708,,0A,AF,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8122,256.4480853378772,0.06052342057228088,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F5,,,
8124,256.5075704157352,0.05948507785797119,102323368230912,F,F,J1708 $0A,J1708,,0A,9C,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8126,256.5679914951324,0.06042107939720154,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE 06,,,
8128,256.6146852076054,0.04669371247291565,4503599694741504,F,F,J1708 $0B,J1708,,0B,8A,80,C2,,,,,,,,,,
8129,256.687689691782,0.07300448417663574,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE EE,,,
8131,256.7470733523369,0.05938366055488586,102323368230912,F,F,J1708 $0A,J1708,,0A,A0,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8133,256.807491838932,0.06041848659515381,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E6,,,
8135,256.8667689859867,0.05927714705467224,102323368230912,F,F,J1708 $0A,J1708,,0A,AA,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8137,256.9272940456867,0.06052505970001221,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE F6,,,
8139,256.9867791831494,0.05948513746261597,102323368230912,F,F,J1708 $0A,J1708,,0A,9C,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8141,257.0472002029419,0.06042101979255676,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EC,,,
8143,257.0714541375637,0.02425393462181092,4507104388055040,F,F,J1708 $0A,J1708,,0A,A3,88,80,F7,,,,,,,,,
8144,257.1002376675606,0.02878352999687195,4643306390945792,F,F,J1708 $80,J1708,,80,81,80,46,00,47,00,53,00,59,,,,
8145,257.1668983697891,0.06666070222854614,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E6,,,
8147,257.2263835966587,0.05948522686958313,139844202528768,F,F,J1708 $0A,J1708,,0A,A9,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
8149,257.2867005765438,0.06031697988510132,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE FE,,,
8151,257.3462896645069,0.05958908796310425,280581690884096,F,F,J1708 $0A,J1708,,0A,92,80,64,39,66,BC,69,5D,6E,98 A4 7D 05 A8 1D,,,
8153,257.4065027534962,0.06021308898925781,280581690884096,F,F,J1708 $01,J1708,,01,09,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EF,,,
8155,257.4659878909588,0.05948513746261597,139844202528768,F,F,J1708 $0A,J1708,,0A,A0,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
8157,257.5264088511467,0.06042096018791199,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE DD,,,
8159,257.5855820477009,0.05917319655418396,139844202528768,F,F,J1708 $0A,J1708,,0A,B2,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
8161,257.6461071074009,0.06052505970001221,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE F2,,,
8163,257.705488204956,0.05938109755516052,139844202528768,F,F,J1708 $0A,J1708,,0A,A0,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8165,257.7659092843532,0.06042107939720154,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE FA,,,
8167,257.8128108680248,0.04690158367156982,4504905364799488,F,F,J1708 $0A,J1708,,0A,96,80,C2,,,,,,,,,,
8168,257.8857114613056,0.07290059328079224,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE F3,,,
8170,257.9451965391636,0.05948507785797119,139706763575296,F,F,J1708 $0A,J1708,,0A,9B,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8172,258.005513638258,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE E8,,,
8174,258.0647907555104,0.05927711725234985,139706763575296,F,F,J1708 $0A,J1708,,0A,A9,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8176,258.1254197359085,0.0606289803981781,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F3,,,
8178,258.1846970021724,0.05927726626396179,139706763575296,F,F,J1708 $0A,J1708,,0A,9E,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8180,258.2451179921627,0.06042098999023438,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E8,,,
8182,258.2982593774796,0.05314138531684875,4643306390945792,F,F,J1708 $0A,J1708,,0A,A8,80,46,00,47,00,53,00,59,,,,
8183,258.3650242388248,0.06676486134529114,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E6,,,
8185,258.3804239630699,0.01539972424507141,4784181318254592,F,F,J1708 $0A,J1708,,0A,AA,88,80,54,80,80,54,8E,80,54,,,
8186,258.424405246973,0.04398128390312195,102323368230912,F,F,J1708 $82,J1708,,82,6C,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8188,258.4847223162651,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE 00,,,
8190,258.5443114340306,0.05958911776542664,280444251930624,F,F,J1708 $0B,J1708,,0B,90,80,64,38,66,BB,69,5D,6E,98 A4 7B 05 A8 1D,,,
8192,258.6046285033226,0.06031706929206848,280581690884096,F,F,J1708 $01,J1708,,01,0D,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE EE,,,
8194,258.6640096008778,0.05938109755516052,280512971407360,F,F,J1708 $0A,J1708,,0A,A0,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
8196,258.7243266701698,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E6,,,
8198,258.7836037874222,0.05927711725234985,280581690884096,F,F,J1708 $0A,J1708,,0A,A9,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
8200,258.8441289067268,0.06052511930465698,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,02 BB 00 00 BE F4,,,
8202,258.9036139845848,0.05948507785797119,280581690884096,F,F,J1708 $0A,J1708,,0A,9F,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
8204,258.9639310240746,0.06031703948974609,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE FB,,,
8206,259.0108326375484,0.04690161347389221,4504905364799488,F,F,J1708 $0A,J1708,,0A,96,80,C2,,,,,,,,,,
8207,259.0837332010269,0.07290056347846985,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE E7,,,
8209,259.1432198286056,0.05948662757873535,139706763575296,F,F,J1708 $0A,J1708,,0A,A6,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8211,259.2035353779793,0.06031554937362671,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F1,,,
8213,259.2628124952316,0.05927711725234985,139706763575296,F,F,J1708 $0A,J1708,,0A,9E,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8215,259.3233382701874,0.06052577495574951,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F8,,,
8217,259.382822662592,0.05948439240455627,139706763575296,F,F,J1708 $0A,J1708,,0A,99,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
8219,259.4431397616864,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E7,,,
8221,259.4962811172008,0.05314135551452637,4643306390945792,F,F,J1708 $0A,J1708,,0A,A9,80,46,00,47,00,53,00,59,,,,
8222,259.5629419088364,0.06666079163551331,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E4,,,
8224,259.6224270164966,0.05948510766029358,102323368230912,F,F,J1708 $0A,J1708,,0A,AB,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8226,259.6828480660916,0.06042104959487915,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE FE,,,
8228,259.742229193449,0.05938112735748291,280444251930624,F,F,J1708 $0A,J1708,,0A,93,80,64,39,66,BC,69,5D,6E,98 A4 75 05 A8 1D,,,
8230,259.8025462627411,0.06031706929206848,280581690884096,F,F,J1708 $01,J1708,,01,11,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE FC,,,
8232,259.8619273900986,0.05938112735748291,102323368230912,F,F,J1708 $0A,J1708,,0A,93,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8234,259.922348588705,0.06042119860649109,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E2,,,
8236,259.9816255569458,0.05927696824073792,102323368230912,F,F,J1708 $0A,J1708,,0A,AD,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
8238,260.0421506166458,0.06052505970001221,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE EF,,,
8240,260.1016357243061,0.05948510766029358,102323368230912,F,F,J1708 $0A,J1708,,0A,A3,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
